_id	company_link	company_name	link	name	salary_currency	salary_max	salary_min	site
604e85e93eeab1c46b7ec4f3	https://hh.ru/employer/4377593	GRAFFIT	https://hh.ru/vacancy/42564873?query=python	Разработчик Python	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4f5	https://hh.ru/employer/4558995	Wunder Fund	https://hh.ru/vacancy/42932744?query=python	Quantitative researcher	руб.	null	350000	https://hh.ru
604e85e93eeab1c46b7ec4f7	https://hh.ru/employer/1980636	ООО Дип Системс	https://hh.ru/vacancy/42813933?query=python	Data Scientist (компьютерное зрение)	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4f9	https://hh.ru/employer/3754394	Университет искусственного интеллекта	https://hh.ru/vacancy/42844788?query=python	Python разработчик	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4fb	https://hh.ru/employer/4215818	ООО Мирамедикс	https://hh.ru/vacancy/42588879?query=python	Backend-разработчик Python	руб.	230000	170000	https://hh.ru
604e85e93eeab1c46b7ec4fd	https://hh.ru/employer/3337220	ООО Декаст Инжиниринг	https://hh.ru/vacancy/42555938?query=python	Python Backend разработчик	руб.	250000	150000	https://hh.ru
604e85e93eeab1c46b7ec4ff	https://hh.ru/employer/1758157	ООО Айти-Солюшнс	https://hh.ru/vacancy/41469811?query=python	Data Engineer	руб.	null	250000	https://hh.ru
604e85e93eeab1c46b7ec501	https://hh.ru/employer/1514066	ООО Диджитал Пайн	https://hh.ru/vacancy/42822407?query=python	Middle разработчик Python / Django (удалённо)	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec503	https://hh.ru/employer/5175750	ООО Далитикс	https://hh.ru/vacancy/42814545?query=python	Аналитик / Data Analyst (Product Analyst)	руб.	null	100000	https://hh.ru
604e85e93eeab1c46b7ec505	https://hh.ru/employer/4514966	ООО Доверенная среда	https://hh.ru/vacancy/41784502?query=python	Разработчик Python	руб.	null	180000	https://hh.ru
604e85e93eeab1c46b7ec507	https://hh.ru/employer/4023886	ViCue Soft	https://hh.ru/vacancy/42674523?query=python	Python QA Engineer Intern	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec509	https://hh.ru/employer/5229104	ООО Диджитал Линк	https://hh.ru/vacancy/42802585?query=python	Бекенд Python-разработчик (Django)	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec50b	https://hh.ru/employer/58031	ООО ФК ПУЛЬС	https://hh.ru/vacancy/42226188?query=python	Программист Python	руб.	180000	140000	https://hh.ru
604e85e93eeab1c46b7ec50d	https://hh.ru/employer/1248425	Russian Quantum Center	https://hh.ru/vacancy/42602096?query=python	Python-разработчик (Senior)	руб.	250000	150000	https://hh.ru
604e85e93eeab1c46b7ec50f	https://hh.ru/employer/1395186	АО НПО АНГСТРЕМ	https://hh.ru/vacancy/42419682?query=python	Разработчик Python (middle Python developer)	руб.	150000	120000	https://hh.ru
604e85e93eeab1c46b7ec511	https://hh.ru/employer/899854	NetworkOptix	https://hh.ru/vacancy/30005963?query=python	Python developer	USD	null	4000	https://hh.ru
